epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
10,2020-03-06,Brazil,BA,TOTAL,0,0,1,1,0,1,0.0,0.00672,0.0,,,,,,,,,,,,
10,2020-03-07,Brazil,BA,TOTAL,0,0,1,2,0,2,0.0,0.01345,0.0,,,,,,,,,,,,
11,2020-03-08,Brazil,BA,TOTAL,0,0,0,2,0,2,0.0,0.01345,0.0,,,,,,,,,,,,
11,2020-03-09,Brazil,BA,TOTAL,0,0,0,2,0,2,0.0,0.01345,0.0,,,,,,,,,,,,
11,2020-03-10,Brazil,BA,TOTAL,0,0,0,2,0,2,0.0,0.01345,0.0,,,,,,,,,,,,
11,2020-03-11,Brazil,BA,TOTAL,0,0,1,3,0,2,0.0,0.02017,0.0,,,,,,,,,,,,
11,2020-03-12,Brazil,BA,TOTAL,0,0,0,3,0,2,0.0,0.02017,0.0,,,,,,,,,,,,
11,2020-03-13,Brazil,BA,TOTAL,0,0,4,7,0,2,0.0,0.04706,0.0,,,,,,,,,,,,
11,2020-03-14,Brazil,BA,TOTAL,0,0,0,7,0,2,0.0,0.04706,0.0,,,,,,,,,,,,
12,2020-03-15,Brazil,BA,TOTAL,0,0,2,9,0,2,0.0,0.06051,0.0,,,,,,,,,,,,
12,2020-03-16,Brazil,BA,TOTAL,0,0,1,10,0,2,0.0,0.06724,0.0,,,,,,,,,,,,
12,2020-03-17,Brazil,BA,TOTAL,0,0,4,14,0,3,0.0,0.09413,0.0,,,,,,,,,,,,
12,2020-03-18,Brazil,BA,TOTAL,0,0,13,27,0,3,0.0,0.18154,0.0,,,,,,,,,,,,
12,2020-03-19,Brazil,BA,TOTAL,0,0,4,31,0,30,0.0,0.20843,0.0,,,,,,,,,,,,
12,2020-03-20,Brazil,BA,TOTAL,0,0,3,34,0,33,0.0,0.2286,0.0,,,,,,,,,,,,
12,2020-03-21,Brazil,BA,TOTAL,0,0,7,41,0,41,0.0,0.27567,0.0,,,,,,,,,,,,
13,2020-03-22,Brazil,BA,TOTAL,0,0,14,55,0,49,0.0,0.3698,0.0,,,,,,,,,,,,
13,2020-03-23,Brazil,BA,TOTAL,0,0,8,63,0,63,0.0,0.42358,0.0,,1219.0,,,,,,,,,,
13,2020-03-24,Brazil,BA,TOTAL,0,0,16,79,0,76,0.0,0.53116,0.0,1.0,1219.0,,,,,,,,,,
13,2020-03-25,Brazil,BA,TOTAL,0,0,12,91,0,84,0.0,0.61184,0.0,1.0,1219.0,,,,,,,,,,
13,2020-03-26,Brazil,BA,TOTAL,0,0,17,108,0,104,0.0,0.72614,0.0,16.0,1219.0,,,,,,,,,,
13,2020-03-27,Brazil,BA,TOTAL,0,0,15,123,0,115,0.0,0.827,0.0,16.0,1219.0,,,,,,,,,,
13,2020-03-28,Brazil,BA,TOTAL,0,0,4,127,0,127,0.0,0.85389,0.0,16.0,1219.0,,,,,,,,,,
14,2020-03-29,Brazil,BA,TOTAL,1,1,29,156,1,154,0.00672,1.04888,0.00641,16.0,1219.0,,,,,,,,,,
14,2020-03-30,Brazil,BA,TOTAL,1,2,20,176,1,176,0.01345,1.18335,0.01136,16.0,1219.0,,,,,,,,,,
14,2020-03-31,Brazil,BA,TOTAL,0,2,41,217,2,213,0.01345,1.45901,0.00922,16.0,1219.0,,,,,,,,,,
14,2020-04-01,Brazil,BA,TOTAL,0,2,29,246,2,246,0.01345,1.654,0.00813,16.0,1219.0,,,,,,,,,,
14,2020-04-02,Brazil,BA,TOTAL,1,3,21,267,3,267,0.02017,1.79519,0.01124,16.0,1219.0,,,,,,,,,,
14,2020-04-03,Brazil,BA,TOTAL,3,6,23,290,5,282,0.04034,1.94983,0.02069,16.0,1219.0,,,,,,,,,,
14,2020-04-04,Brazil,BA,TOTAL,1,7,46,336,7,332,0.04706,2.25912,0.02083,16.0,1219.0,,,,,,,,,,
15,2020-04-05,Brazil,BA,TOTAL,2,9,65,401,9,401,0.06051,2.69615,0.02244,16.0,1219.0,,,,,,,,,,
15,2020-04-06,Brazil,BA,TOTAL,1,10,36,437,10,431,0.06724,2.9382,0.02288,63.0,1219.0,,,,,,,,,,
15,2020-04-07,Brazil,BA,TOTAL,4,14,25,462,12,456,0.09413,3.10629,0.0303,106.0,1219.0,,,,,,,,,,
15,2020-04-08,Brazil,BA,TOTAL,4,18,53,515,15,497,0.12102,3.46264,0.03495,106.0,1219.0,,,,,,,,,,
15,2020-04-09,Brazil,BA,TOTAL,1,19,53,568,19,559,0.12775,3.81898,0.03345,146.0,1219.0,,,,,,,,,,
15,2020-04-10,Brazil,BA,TOTAL,0,19,48,616,19,604,0.12775,4.14172,0.03084,146.0,1219.0,,,,,,,,,,
15,2020-04-11,Brazil,BA,TOTAL,2,21,24,640,21,635,0.14119,4.30308,0.03281,146.0,1219.0,,,,,,,,,,
16,2020-04-12,Brazil,BA,TOTAL,0,21,34,674,21,673,0.14119,4.53168,0.03116,148.0,1219.0,,,,,,,,,,
16,2020-04-13,Brazil,BA,TOTAL,1,22,49,723,22,723,0.14792,4.86114,0.03043,148.0,1219.0,,,,,,,,,,
16,2020-04-14,Brazil,BA,TOTAL,4,26,53,776,22,759,0.17481,5.21749,0.03351,191.0,1219.0,,,,,,,,,,
16,2020-04-15,Brazil,BA,TOTAL,2,28,108,884,27,807,0.18826,5.94363,0.03167,218.0,1219.0,,,,,,,,,,
16,2020-04-16,Brazil,BA,TOTAL,6,34,83,967,30,951,0.2286,6.50169,0.03516,253.0,1219.0,,,,,,,,,,
16,2020-04-17,Brazil,BA,TOTAL,2,36,97,1064,36,1059,0.24205,7.15387,0.03383,268.0,1219.0,,,,,,,,,,
16,2020-04-18,Brazil,BA,TOTAL,4,40,136,1200,37,1193,0.26894,8.06828,0.03333,304.0,1219.0,,,,,,,,,,
17,2020-04-19,Brazil,BA,TOTAL,5,45,49,1249,45,1230,0.30256,8.39773,0.03603,321.0,152.0,,,,,,,,,,
17,2020-04-20,Brazil,BA,TOTAL,2,47,128,1377,46,1341,0.31601,9.25835,0.03413,351.0,152.0,,,,,,,,,,
17,2020-04-21,Brazil,BA,TOTAL,1,48,127,1504,47,1489,0.32273,10.11224,0.03191,376.0,152.0,,,,,,,,,,
17,2020-04-22,Brazil,BA,TOTAL,5,53,141,1645,50,1644,0.35635,11.06026,0.03222,405.0,152.0,,,,,,,,,,
17,2020-04-23,Brazil,BA,TOTAL,9,62,200,1845,59,1789,0.41686,12.40498,0.0336,428.0,152.0,,,,,,,,,,
17,2020-04-24,Brazil,BA,TOTAL,5,67,134,1979,64,1962,0.45048,13.30593,0.03386,452.0,152.0,,,,,,,,,,
17,2020-04-25,Brazil,BA,TOTAL,5,72,137,2116,70,2081,0.4841,14.22706,0.03403,454.0,3714.0,,,,,,,,,,
18,2020-04-26,Brazil,BA,TOTAL,2,74,132,2248,73,2209,0.49754,15.11457,0.03292,473.0,1840.0,11190.0,75.23668,,,,,,,,
18,2020-04-27,Brazil,BA,TOTAL,9,83,108,2356,76,2354,0.55806,15.84072,0.03523,501.0,1840.0,11430.0,76.85034,,,,,,,,
18,2020-04-28,Brazil,BA,TOTAL,10,93,208,2564,86,2540,0.62529,17.23922,0.03627,522.0,1840.0,11430.0,76.85034,,,,,,,,
18,2020-04-29,Brazil,BA,TOTAL,7,100,112,2676,96,2646,0.67236,17.99226,0.03737,564.0,1840.0,11430.0,76.85034,,,,,,,,
18,2020-04-30,Brazil,BA,TOTAL,6,106,191,2867,104,2851,0.7127,19.27646,0.03697,686.0,1840.0,14497.0,97.47151,,,,,,,,
18,2020-05-01,Brazil,BA,TOTAL,11,117,273,3140,117,3085,0.78666,21.11199,0.03726,697.0,1840.0,14497.0,97.47151,,,,,,,,
18,2020-05-02,Brazil,BA,TOTAL,6,123,175,3315,123,3315,0.827,22.28862,0.0371,727.0,1840.0,14497.0,97.47151,,,,,,,,
19,2020-05-03,Brazil,BA,TOTAL,5,128,251,3566,123,3495,0.86062,23.97623,0.03589,764.0,3672.0,15168.0,101.98302,,,,,,,,
19,2020-05-04,Brazil,BA,TOTAL,13,141,168,3734,141,3734,0.94802,25.10579,0.03776,817.0,3672.0,15168.0,101.98302,,,,,,,,
19,2020-05-05,Brazil,BA,TOTAL,5,146,306,4040,146,4040,0.98164,27.1632,0.03614,862.0,3672.0,15168.0,101.98302,,,,,,,,
19,2020-05-06,Brazil,BA,TOTAL,14,160,261,4301,160,4301,1.07577,28.91805,0.0372,918.0,1958.0,23114.0,155.40846,,,,,,,,
19,2020-05-07,Brazil,BA,TOTAL,5,165,227,4528,165,4528,1.10939,30.4443,0.03644,1070.0,1958.0,23114.0,155.40846,,,,,,,,
19,2020-05-08,Brazil,BA,TOTAL,18,183,291,4819,183,4818,1.23041,32.40086,0.03797,1286.0,1958.0,23114.0,155.40846,,,,,,,,
19,2020-05-09,Brazil,BA,TOTAL,13,196,356,5175,196,5174,1.31782,34.79444,0.03787,1337.0,1958.0,23114.0,155.40846,,,,,,,,
20,2020-05-10,Brazil,BA,TOTAL,6,202,384,5559,202,5558,1.35816,37.37629,0.03634,1391.0,3407.0,26059.0,175.20936,,,,,,,,
20,2020-05-11,Brazil,BA,TOTAL,12,214,249,5808,211,5808,1.43884,39.05046,0.03685,1418.0,3407.0,26059.0,175.20936,,,,,,,,
20,2020-05-12,Brazil,BA,TOTAL,11,225,397,6205,225,6204,1.5128,41.71972,0.03626,1644.0,2029.0,26059.0,175.20936,,,,,,,,
20,2020-05-13,Brazil,BA,TOTAL,11,236,344,6549,236,6547,1.58676,44.03262,0.03604,1790.0,2029.0,26059.0,175.20936,,,,,,,,
20,2020-05-14,Brazil,BA,TOTAL,26,262,407,6956,262,6955,1.76157,46.76911,0.03767,1963.0,2733.0,31125.0,209.27093,,,,,,,,
20,2020-05-15,Brazil,BA,TOTAL,19,281,1174,8130,281,8128,1.88932,54.66258,0.03456,1963.0,2733.0,31125.0,209.27093,,,,,,,,
20,2020-05-16,Brazil,BA,TOTAL,5,286,186,8316,286,8314,1.92294,55.91316,0.03439,2085.0,2733.0,31125.0,209.27093,,,,,,,,
21,2020-05-17,Brazil,BA,TOTAL,9,295,128,8444,295,8443,1.98345,56.77378,0.03494,2199.0,2733.0,31125.0,209.27093,,,,,,,,
21,2020-05-18,Brazil,BA,TOTAL,17,312,438,8882,312,8581,2.09775,59.7187,0.03513,2407.0,23532.0,69717.0,468.74672,,,,,,,,
21,2020-05-19,Brazil,BA,TOTAL,14,326,2132,11014,326,11013,2.19188,74.05334,0.0296,2803.0,23532.0,69717.0,468.74672,,,,,,,,
21,2020-05-20,Brazil,BA,TOTAL,36,362,184,11198,362,11197,2.43393,75.29047,0.03233,3216.0,23532.0,69717.0,468.74672,,,,,,,,
21,2020-05-21,Brazil,BA,TOTAL,14,376,744,11942,376,11941,2.52806,80.2928,0.03149,3523.0,22316.0,69717.0,468.74672,,,,,,,,
21,2020-05-22,Brazil,BA,TOTAL,23,399,616,12558,399,12557,2.6827,84.43452,0.03177,3679.0,34275.0,79916.0,537.32035,,,,,,,,
21,2020-05-23,Brazil,BA,TOTAL,14,413,443,13001,413,13000,2.77683,87.41306,0.03177,3934.0,37426.0,79916.0,537.32035,,,,,,,,
22,2020-05-24,Brazil,BA,TOTAL,47,460,899,13900,460,13899,3.09284,93.45754,0.03309,3965.0,37967.0,79916.0,537.32035,,,,,,,,
22,2020-05-25,Brazil,BA,TOTAL,17,477,305,14205,477,14204,3.20714,95.50823,0.03358,3965.0,41935.0,92541.0,622.20535,,,,,,,,
22,2020-05-26,Brazil,BA,TOTAL,18,495,362,14567,495,14566,3.32816,97.94216,0.03398,4680.0,42271.0,92541.0,622.20535,,,,,,,,
22,2020-05-27,Brazil,BA,TOTAL,36,531,503,15070,531,15070,3.57021,101.32411,0.03524,5149.0,45606.0,92541.0,622.20535,,,,,,,,
22,2020-05-28,Brazil,BA,TOTAL,39,570,893,15963,570,15963,3.83243,107.32825,0.03571,5220.0,49251.0,92541.0,622.20535,,,,,,,,
22,2020-05-29,Brazil,BA,TOTAL,39,609,954,16917,609,16917,4.09465,113.74253,0.036,5502.0,52594.0,109824.0,738.40871,,,,,,,,
22,2020-05-30,Brazil,BA,TOTAL,29,638,709,17626,638,17626,4.28963,118.50954,0.0362,5709.0,55785.0,109824.0,738.40871,,,,,,,,
23,2020-05-31,Brazil,BA,TOTAL,29,667,766,18392,667,18392,4.48462,123.65979,0.03627,6053.0,56544.0,109824.0,738.40871,,,,,,,,
23,2020-06-01,Brazil,BA,TOTAL,34,701,506,18898,701,18898,4.71322,127.06192,0.03709,6701.0,57285.0,109824.0,738.40871,,,,,,,,
23,2020-06-02,Brazil,BA,TOTAL,35,736,2532,21430,736,21430,4.94854,144.08598,0.03434,7247.0,59638.0,122881.0,826.19829,,,,,,,,
23,2020-06-03,Brazil,BA,TOTAL,26,762,1021,22451,762,22451,5.12336,150.95074,0.03394,7823.0,63841.0,122881.0,826.19829,,,,,,,,
23,2020-06-04,Brazil,BA,TOTAL,28,790,1012,23463,790,23463,5.31162,157.75499,0.03367,8430.0,67683.0,122881.0,826.19829,,,,,,,,
23,2020-06-05,Brazil,BA,TOTAL,29,819,2956,26419,819,26419,5.5066,177.62984,0.031,11464.0,70114.0,122881.0,826.19829,,,,,,,,
23,2020-06-06,Brazil,BA,TOTAL,27,846,977,27396,846,27396,5.68814,184.19876,0.03088,11829.0,74131.0,72030.0,484.29833,,,,,,,,
24,2020-06-07,Brazil,BA,TOTAL,33,879,854,28250,879,28250,5.91001,189.94069,0.03112,12131.0,75607.0,72030.0,484.29833,,,,,,,,
24,2020-06-08,Brazil,BA,TOTAL,31,910,465,28715,910,28715,6.11844,193.06714,0.03169,12406.0,76423.0,72030.0,484.29833,,,,,,,,
24,2020-06-09,Brazil,BA,TOTAL,27,937,1766,30481,937,30481,6.29998,204.94096,0.03074,13484.0,82518.0,77641.0,522.02424,,,,,,,,
24,2020-06-10,Brazil,BA,TOTAL,38,975,2204,32685,975,32685,6.55548,219.75969,0.02983,14228.0,89334.0,77641.0,522.02424,,,,,,,,
24,2020-06-11,Brazil,BA,TOTAL,38,1013,1206,33891,1013,33891,6.81097,227.86831,0.02989,14610.0,94080.0,77641.0,522.02424,,,,,,,,
24,2020-06-12,Brazil,BA,TOTAL,26,1039,774,34665,1039,34665,6.98578,233.07235,0.02997,14976.0,94080.0,77641.0,522.02424,,,,,,,,
24,2020-06-13,Brazil,BA,TOTAL,30,1069,1123,35788,1069,35788,7.18749,240.62291,0.02987,15279.0,100211.0,86757.0,583.31626,,,,,,,,
25,2020-06-14,Brazil,BA,TOTAL,36,1105,614,36402,1105,36401,7.42954,244.75118,0.03036,15486.0,81601.0,86757.0,583.31626,,,,,,,,
25,2020-06-15,Brazil,BA,TOTAL,40,1145,1219,37621,1145,37620,7.69848,252.94721,0.03044,15850.0,81369.0,86757.0,583.31626,,,,,,,,
25,2020-06-16,Brazil,BA,TOTAL,36,1181,1586,39207,1181,39206,7.94053,263.61078,0.03012,16777.0,85523.0,86757.0,583.31626,,,,,,,,
25,2020-06-17,Brazil,BA,TOTAL,41,1222,1720,40927,1222,40926,8.2162,275.17531,0.02986,17886.0,91930.0,121177.0,814.74133,,,,,,,,
25,2020-06-18,Brazil,BA,TOTAL,41,1263,651,41578,1263,41577,8.49186,279.55235,0.03038,18351.0,91930.0,121177.0,814.74133,,,,,,,,
25,2020-06-19,Brazil,BA,TOTAL,42,1305,2345,43923,1305,43922,8.77425,295.31911,0.02971,22028.0,99033.0,121177.0,814.74133,,,,,,,,
25,2020-06-20,Brazil,BA,TOTAL,45,1350,1382,45305,1350,45304,9.07681,304.61107,0.0298,21691.0,102400.0,121177.0,814.74133,,,,,,,,
26,2020-06-21,Brazil,BA,TOTAL,41,1391,975,46280,1391,46279,9.35248,311.16655,0.03006,22588.0,102016.0,159343.0,1071.35288,,,,,,,,
26,2020-06-22,Brazil,BA,TOTAL,50,1441,807,47087,1441,47086,9.68866,316.59247,0.0306,23305.0,101457.0,159343.0,1071.35288,,,,,,,,
26,2020-06-23,Brazil,BA,TOTAL,50,1491,1998,49085,1491,49084,10.02483,330.02615,0.03038,25255.0,101457.0,159343.0,1071.35288,,,,,,,,
26,2020-06-24,Brazil,BA,TOTAL,50,1541,2847,51932,1541,51931,10.36101,349.16813,0.02967,27521.0,102247.0,159343.0,1071.35288,,,,,,,,
26,2020-06-25,Brazil,BA,TOTAL,60,1601,2360,54292,1601,54291,10.76443,365.03575,0.02949,29193.0,69531.0,159343.0,1071.35288,,,,,,,,
26,2020-06-26,Brazil,BA,TOTAL,41,1642,2130,56422,1642,56422,11.04009,379.35694,0.0291,31192.0,73512.0,209217.0,1406.68392,,,,,,,,
26,2020-06-27,Brazil,BA,TOTAL,55,1697,8822,65244,1697,65244,11.40989,438.67222,0.02601,39993.0,67470.0,209217.0,1406.68392,,,,,,,,
27,2020-06-28,Brazil,BA,TOTAL,51,1748,3251,68495,1748,68495,11.75279,460.53053,0.02552,43072.0,67470.0,209217.0,1406.68392,,,,,,,,
27,2020-06-29,Brazil,BA,TOTAL,52,1800,972,69467,1800,69467,12.10242,467.06583,0.02591,43946.0,72067.0,209217.0,1406.68392,,,,,,,,
27,2020-06-30,Brazil,BA,TOTAL,53,1853,3840,73307,1853,73307,12.45876,492.88432,0.02528,47759.0,75726.0,209217.0,1406.68392,,,,,,,,
27,2020-07-01,Brazil,BA,TOTAL,49,1902,3178,76485,1902,76485,12.78822,514.2518,0.02487,50924.0,78797.0,242798.0,1632.46793,,,,,,,,
27,2020-07-02,Brazil,BA,TOTAL,45,1947,2864,79349,1947,79349,13.09078,533.50809,0.02454,53334.0,80085.0,242798.0,1632.46793,,,,,,,,
27,2020-07-03,Brazil,BA,TOTAL,54,2001,2965,82314,2001,82314,13.45385,553.44346,0.02431,54987.0,82978.0,242798.0,1632.46793,,,,,,,,
27,2020-07-04,Brazil,BA,TOTAL,49,2050,3171,85485,2050,85485,13.78331,574.76388,0.02398,57160.0,87812.0,242798.0,1632.46793,,,,,,,,
28,2020-07-05,Brazil,BA,TOTAL,57,2107,1563,87048,2107,87048,14.16655,585.27281,0.02421,58649.0,87346.0,268503.0,1805.29715,,,,,,,,
28,2020-07-06,Brazil,BA,TOTAL,61,2168,1231,88279,2168,88279,14.57669,593.54952,0.02456,59779.0,87239.0,268503.0,1805.29715,,,,,,,,
28,2020-07-07,Brazil,BA,TOTAL,48,2216,3675,91954,2216,91954,14.89942,618.25862,0.0241,63207.0,90571.0,268503.0,1805.29715,,,,,,,,
28,2020-07-08,Brazil,BA,TOTAL,61,2277,3582,95536,2277,95536,15.30956,642.34243,0.02383,66550.0,94539.0,268503.0,1805.29715,,,,,,,,
28,2020-07-09,Brazil,BA,TOTAL,51,2328,2783,98319,2328,98319,15.65246,661.0541,0.02368,69098.0,98644.0,268503.0,1805.29715,,,,,,,,
28,2020-07-10,Brazil,BA,TOTAL,55,2383,2867,101186,2383,101186,16.02225,680.33056,0.02355,71926.0,101253.0,268503.0,1805.29715,,,,,,,,
28,2020-07-11,Brazil,BA,TOTAL,53,2436,3002,104188,2436,104188,16.3786,700.5147,0.02338,73136.0,101501.0,308616.0,2074.99948,,,,,,,,
29,2020-07-12,Brazil,BA,TOTAL,47,2483,1575,105763,2483,105763,16.69461,711.10432,0.02348,73730.0,98366.0,308616.0,2074.99948,,,,,,,,
29,2020-07-13,Brazil,BA,TOTAL,52,2535,1128,106891,2535,106891,17.04424,718.6885,0.02372,74135.0,95589.0,308616.0,2074.99948,,,,,,,,
29,2020-07-14,Brazil,BA,TOTAL,49,2584,3138,110029,2584,110029,17.37369,739.78704,0.02348,82151.0,94807.0,308616.0,2074.99948,,,,,,,,
29,2020-07-15,Brazil,BA,TOTAL,54,2638,2964,112993,2638,112993,17.73676,759.71568,0.02335,86708.0,96978.0,337795.0,2271.18635,,,,,,,,
29,2020-07-16,Brazil,BA,TOTAL,55,2693,3380,116373,2693,116373,18.10656,782.44133,0.02314,91096.0,96978.0,337795.0,2271.18635,,,,,,,,
29,2020-07-17,Brazil,BA,TOTAL,45,2738,2284,118657,2738,118657,18.40912,797.79795,0.02307,94923.0,75978.0,337795.0,2271.18635,,,,,,,,
29,2020-07-18,Brazil,BA,TOTAL,55,2793,1581,120238,2793,120238,18.77891,808.42791,0.02323,99704.0,77179.0,337795.0,2271.18635,,,,,,,,
30,2020-07-19,Brazil,BA,TOTAL,47,2840,1931,122169,2840,122169,19.09492,821.41111,0.02325,104544.0,77179.0,337795.0,2271.18635,,,,,,,,
30,2020-07-20,Brazil,BA,TOTAL,51,2891,1123,123292,2891,123292,19.43782,828.96167,0.02345,108032.0,74702.0,386860.0,2601.07803,,,,,,,,
30,2020-07-21,Brazil,BA,TOTAL,45,2936,3552,126844,2936,126844,19.74038,852.84377,0.02315,112204.0,75428.0,386860.0,2601.07803,,,,,,,,
30,2020-07-22,Brazil,BA,TOTAL,52,2988,6401,133245,2988,133245,20.09001,895.88131,0.02242,116246.0,75428.0,386860.0,2601.07803,,,,,,,,
30,2020-07-23,Brazil,BA,TOTAL,56,3044,5113,138358,3044,138358,20.46653,930.25889,0.022,120862.0,76944.0,386860.0,2601.07803,,,,,,,,
30,2020-07-24,Brazil,BA,TOTAL,52,3096,4409,142767,3096,142767,20.81615,959.90308,0.02169,124533.0,80266.0,432723.0,2909.44085,,,,,,,,
30,2020-07-25,Brazil,BA,TOTAL,44,3140,3632,146399,3140,146399,21.11199,984.32307,0.02145,128739.0,81276.0,432723.0,2909.44085,,,,,,,,
31,2020-07-26,Brazil,BA,TOTAL,42,3182,1780,148179,3182,148179,21.39438,996.29101,0.02147,131209.0,81276.0,432723.0,2909.44085,,,,,,,,
31,2020-07-27,Brazil,BA,TOTAL,45,3227,930,149109,3227,149109,21.69694,1002.54393,0.02164,132944.0,81276.0,432723.0,2909.44085,,,,,,,,
31,2020-07-28,Brazil,BA,TOTAL,43,3270,4204,153313,3270,153313,21.98605,1030.80979,0.02133,136511.0,80151.0,462311.0,3108.37767,,,,,,,,
31,2020-07-29,Brazil,BA,TOTAL,51,3321,4021,157334,3321,157334,22.32896,1057.84524,0.02111,140136.0,81674.0,462311.0,3108.37767,,,,,,,,
31,2020-07-30,Brazil,BA,TOTAL,70,3391,4296,161630,3391,161630,22.79961,1086.72967,0.02098,143966.0,83006.0,462311.0,3108.37767,,,,,,,,
31,2020-07-31,Brazil,BA,TOTAL,72,3463,4524,166154,3463,166154,23.2837,1117.14708,0.02084,148018.0,83006.0,462311.0,3108.37767,,,,,,,,
31,2020-08-01,Brazil,BA,TOTAL,54,3517,2772,168926,3517,168926,23.64678,1135.7848,0.02082,151473.0,84047.0,462311.0,3108.37767,,,,,,,,
32,2020-08-02,Brazil,BA,TOTAL,55,3572,1550,170476,3572,170476,24.01657,1146.20632,0.02095,153598.0,84047.0,508831.0,3421.15787,,,,,,,,
32,2020-08-03,Brazil,BA,TOTAL,52,3624,915,171391,3624,171391,24.3662,1152.35838,0.02114,155700.0,84047.0,508831.0,3421.15787,,,,,,,,
32,2020-08-04,Brazil,BA,TOTAL,54,3678,3999,175390,3678,175389,24.72927,1179.24592,0.02097,159247.0,84047.0,508831.0,3421.15787,,,,,,,,
32,2020-08-05,Brazil,BA,TOTAL,58,3736,4348,179738,3736,179737,25.11924,1208.47997,0.02079,152838.0,80151.0,508831.0,3421.15787,,,,,,,,
32,2020-08-06,Brazil,BA,TOTAL,53,3789,3953,183691,3789,183690,25.47558,1235.05822,0.02063,165984.0,80151.0,543815.0,3656.37504,,,,,,,,
32,2020-08-07,Brazil,BA,TOTAL,54,3843,4202,187893,3843,187892,25.83866,1263.31064,0.02045,169322.0,82843.0,543815.0,3656.37504,,,,,,,,
32,2020-08-08,Brazil,BA,TOTAL,56,3899,3508,191401,3899,191401,26.21518,1286.8969,0.02037,172943.0,82843.0,543815.0,3656.37504,,,,,,,,
33,2020-08-09,Brazil,BA,TOTAL,54,3953,1628,193029,3953,193029,26.57825,1297.84287,0.02048,175287.0,80845.0,569075.0,3826.21227,,,,,,,,
33,2020-08-10,Brazil,BA,TOTAL,58,4011,1068,194097,4011,194097,26.96822,1305.02363,0.02066,176948.0,80845.0,569075.0,3826.21227,,,,,,,,
33,2020-08-11,Brazil,BA,TOTAL,56,4067,4670,198767,4067,198767,27.34474,1336.42268,0.02046,180488.0,80621.0,569075.0,3826.21227,,,,,,,,
33,2020-08-12,Brazil,BA,TOTAL,68,4135,4253,203020,4135,203020,27.80194,1365.01799,0.02037,184444.0,81851.0,592232.0,3981.90985,,,,,,,,
33,2020-08-13,Brazil,BA,TOTAL,67,4202,3935,206955,4202,206955,28.25242,1391.47522,0.0203,187333.0,81851.0,592232.0,3981.90985,,,,,,,,
33,2020-08-14,Brazil,BA,TOTAL,69,4271,4038,210993,4271,210993,28.71634,1418.62497,0.02024,190825.0,83308.0,592232.0,3981.90985,,,,,,,,
33,2020-08-15,Brazil,BA,TOTAL,67,4338,3386,214379,4338,214379,29.16682,1441.39096,0.02024,194155.0,83308.0,592232.0,3981.90985,,,,,,,,
34,2020-08-16,Brazil,BA,TOTAL,68,4406,1651,216030,4406,216030,29.62402,1452.49156,0.0204,196992.0,83308.0,624560.0,4199.26923,,,,,,,,
34,2020-08-17,Brazil,BA,TOTAL,69,4475,1085,217115,4475,217115,30.08795,1459.78663,0.02061,199181.0,83308.0,624560.0,4199.26923,,,,,,,,
34,2020-08-18,Brazil,BA,TOTAL,67,4542,3926,221041,4542,221041,30.53843,1486.18334,0.02055,202157.0,84674.0,624560.0,4199.26923,,,,,,,,
34,2020-08-19,Brazil,BA,TOTAL,69,4611,3618,224659,4611,224659,31.00235,1510.5092,0.02052,205555.0,84674.0,624560.0,4199.26923,,,,,,,,
34,2020-08-20,Brazil,BA,TOTAL,74,4685,3937,228596,4685,228596,31.4999,1536.97987,0.02049,208932.0,86582.0,655425.0,4406.79204,,,,,,,,
34,2020-08-21,Brazil,BA,TOTAL,72,4757,1147,229743,4757,229743,31.98399,1544.6918,0.02071,211237.0,86582.0,655425.0,4406.79204,,,,,,,,
34,2020-08-22,Brazil,BA,TOTAL,75,4832,4461,234204,4832,234204,32.48826,1574.68562,0.02063,214261.0,86582.0,655425.0,4406.79204,,,,,,,,
35,2020-08-23,Brazil,BA,TOTAL,73,4905,1846,236050,4905,236050,32.97908,1587.09732,0.02078,218508.0,86582.0,655425.0,4406.79204,,,,,,,,
35,2020-08-24,Brazil,BA,TOTAL,76,4981,1158,237208,4981,237208,33.49007,1594.88321,0.021,218508.0,86582.0,677381.0,4554.41461,,,,,,,,
35,2020-08-25,Brazil,BA,TOTAL,70,5051,3731,240939,5051,240939,33.96072,1619.96882,0.02096,224036.0,86582.0,677381.0,4554.41461,,,,,,,,
35,2020-08-26,Brazil,BA,TOTAL,65,5116,4082,245021,5116,245021,34.39775,1647.41441,0.02088,228006.0,86582.0,677381.0,4554.41461,,,,,,,,
35,2020-08-27,Brazil,BA,TOTAL,62,5178,2832,247853,5178,247853,34.81462,1666.45555,0.02089,231153.0,85257.0,677381.0,4554.41461,,,,,,,,
35,2020-08-28,Brazil,BA,TOTAL,65,5243,3124,250977,5243,250977,35.25165,1687.45996,0.02089,233947.0,86998.0,677381.0,4554.41461,,,,,,,,
35,2020-08-29,Brazil,BA,TOTAL,59,5302,3813,254790,5302,254790,35.64834,1713.09691,0.02081,236659.0,86998.0,717302.0,4822.82602,,,,,,,,
