epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
112,2021-03-23,Brazil,BA,TOTAL,133,14357,4061,774491,14357,774491,96.53021,5207.33993,0.01854,744732.0,178183.0,1978117.0,13299.99656,1032464.0,6.94184,298383.0,2.0062,,,,
112,2021-03-24,Brazil,BA,TOTAL,135,14492,4830,779321,14492,779321,97.43789,5239.81474,0.0186,748687.0,178183.0,1978117.0,13299.99656,1139260.0,7.65989,298767.0,2.00878,,,,
112,2021-03-25,Brazil,BA,TOTAL,139,14631,4237,783558,14631,783558,98.37247,5268.30248,0.01867,752934.0,182663.0,1978117.0,13299.99656,1213020.0,8.15582,303015.0,2.03734,,,,
112,2021-03-26,Brazil,BA,TOTAL,155,14786,4738,788296,14786,788296,99.41462,5300.15873,0.01876,756849.0,182663.0,1978117.0,13299.99656,1277909.0,8.5921,305920.0,2.05687,,,,
112,2021-03-27,Brazil,BA,TOTAL,100,14886,3185,791481,14886,791481,100.08698,5321.57328,0.01881,760511.0,182663.0,1978117.0,13299.99656,1329720.0,8.94046,306330.0,2.05963,,,,
113,2021-03-28,Brazil,BA,TOTAL,74,14960,2956,794437,14960,794437,100.58452,5341.44814,0.01883,763504.0,182663.0,1978117.0,13299.99656,1372529.0,9.22829,307581.0,2.06804,,,,
113,2021-03-29,Brazil,BA,TOTAL,90,15050,1068,795505,15050,795505,101.18964,5348.6289,0.01892,765663.0,182310.0,1978117.0,13299.99656,1412664.0,9.49814,309629.0,2.08181,,,,
113,2021-03-30,Brazil,BA,TOTAL,120,15170,3924,799429,15170,799429,101.99647,5375.01217,0.01898,769689.0,182310.0,1978117.0,13299.99656,1515655.0,10.1906,313507.0,2.10788,,,,
113,2021-03-31,Brazil,BA,TOTAL,160,15330,4235,803664,15330,803664,103.07224,5403.48646,0.01908,769689.0,182310.0,1978117.0,13299.99656,1604370.0,10.78708,314432.0,2.1141,,,,
113,2021-04-01,Brazil,BA,TOTAL,142,15472,4797,808461,15472,808461,104.02698,5435.7394,0.01914,776831.0,182310.0,1978117.0,13299.99656,1664055.0,11.18838,321351.0,2.16062,,,,
113,2021-04-02,Brazil,BA,TOTAL,127,15599,3347,811808,15599,811808,104.88088,5458.24317,0.01922,780270.0,182310.0,1978117.0,13299.99656,1682111.0,11.30978,323156.0,2.17276,,,,
113,2021-04-03,Brazil,BA,TOTAL,61,15660,1986,813794,15660,813794,105.29101,5471.59617,0.01924,780270.0,184304.0,1978117.0,13299.99656,1696104.0,11.40386,328943.0,2.21167,,,,
114,2021-04-04,Brazil,BA,TOTAL,50,15710,1855,815649,15710,815649,105.62719,5484.06838,0.01926,785652.0,184304.0,1978117.0,13299.99656,1715592.0,11.53489,332610.0,2.23632,,,,
114,2021-04-05,Brazil,BA,TOTAL,86,15796,2073,817722,15796,817722,106.20542,5498.00633,0.01932,787720.0,184304.0,1978117.0,13299.99656,1735679.0,11.66995,336924.0,2.26533,,,,
114,2021-04-06,Brazil,BA,TOTAL,122,15918,3581,821303,15918,821303,107.02569,5522.08341,0.01938,791525.0,184304.0,1978117.0,13299.99656,1766534.0,11.8774,379152.0,2.54925,,,,
114,2021-04-07,Brazil,BA,TOTAL,189,16107,3712,825015,16107,825015,108.29645,5547.04128,0.01952,794967.0,184304.0,1978117.0,13299.99656,1851842.0,12.45098,379152.0,2.54925,,,,
114,2021-04-08,Brazil,BA,TOTAL,125,16232,3451,828466,16232,828466,109.13689,5570.2443,0.01959,798297.0,188670.0,1978117.0,13299.99656,1872835.0,12.59213,382804.0,2.57381,,,,
114,2021-04-09,Brazil,BA,TOTAL,115,16347,4283,832749,16347,832749,109.9101,5599.04133,0.01963,801938.0,188670.0,1978117.0,13299.99656,1897356.0,12.75699,404168.0,2.71745,,,,
114,2021-04-10,Brazil,BA,TOTAL,98,16445,3213,835962,16445,835962,110.56901,5620.64414,0.01967,801938.0,188670.0,1978117.0,13299.99656,1914296.0,12.87089,426751.0,2.86929,,,,
115,2021-04-11,Brazil,BA,TOTAL,71,16516,3433,839395,16516,839395,111.04639,5643.72613,0.01968,807761.0,188670.0,1978117.0,13299.99656,1936596.0,13.02083,439319.0,2.95379,,,,
115,2021-04-12,Brazil,BA,TOTAL,95,16611,1581,840976,16611,840976,111.68512,5654.35609,0.01975,809771.0,188670.0,1978117.0,13299.99656,1945097.0,13.07798,445780.0,2.99723,,,,
115,2021-04-13,Brazil,BA,TOTAL,102,16713,4104,845080,16713,845080,112.37093,5681.9496,0.01978,813137.0,188670.0,1978117.0,13299.99656,1972659.0,13.2633,482257.0,3.24249,,,,
115,2021-04-14,Brazil,BA,TOTAL,146,16859,3547,848627,16859,848627,113.35257,5705.79808,0.01987,816077.0,190000.0,1978117.0,13299.99656,1990012.0,13.37997,506348.0,3.40446,,,,
115,2021-04-15,Brazil,BA,TOTAL,141,17000,3831,852458,17000,852458,114.30059,5731.55605,0.01994,819319.0,190000.0,1978117.0,13299.99656,2005623.0,13.48493,543460.0,3.65399,,,,
115,2021-04-16,Brazil,BA,TOTAL,134,17134,3413,855871,17134,855871,115.20155,5754.50358,0.02002,823110.0,190000.0,1978117.0,13299.99656,2010339.0,13.51664,573773.0,3.8578,,,,
115,2021-04-17,Brazil,BA,TOTAL,94,17228,3889,859760,17228,859760,115.83356,5780.65152,0.02004,826161.0,190000.0,1978117.0,13299.99656,2016172.0,13.55586,605157.0,4.06881,,,,
116,2021-04-18,Brazil,BA,TOTAL,75,17303,2574,862334,17303,862334,116.33783,5797.95797,0.02007,828606.0,190000.0,1978117.0,13299.99656,2038291.0,13.70458,622677.0,4.18661,,,,
116,2021-04-19,Brazil,BA,TOTAL,68,17371,1430,863764,17371,863764,116.79503,5807.57267,0.02011,830817.0,190000.0,1978117.0,13299.99656,2065396.0,13.88682,641440.0,4.31276,,,,
116,2021-04-20,Brazil,BA,TOTAL,85,17456,4283,868047,17456,868047,117.36654,5836.36969,0.02011,834831.0,190000.0,1978117.0,13299.99656,2112152.0,14.20119,686842.0,4.61803,,,,
116,2021-04-21,Brazil,BA,TOTAL,118,17574,3625,871672,17574,871672,118.15992,5860.74261,0.02016,834831.0,190000.0,1978117.0,13299.99656,2143424.0,14.41145,728608.0,4.89884,,,,
116,2021-04-22,Brazil,BA,TOTAL,113,17687,2160,873832,17687,873832,118.91968,5875.26551,0.02024,840641.0,190000.0,1978117.0,13299.99656,2174605.0,14.6211,772201.0,5.19194,,,,
116,2021-04-23,Brazil,BA,TOTAL,117,17804,3652,877484,17804,877484,119.70634,5899.81997,0.02029,843954.0,190000.0,1978117.0,13299.99656,2206348.0,14.83452,832000.0,5.59401,,,,
116,2021-04-24,Brazil,BA,TOTAL,104,17908,3319,880803,17908,880803,120.40559,5922.13548,0.02033,843954.0,190000.0,1978117.0,13299.99656,2226177.0,14.96784,863660.0,5.80687,,,,
117,2021-04-25,Brazil,BA,TOTAL,95,18003,3241,884044,18003,884044,121.04433,5943.92655,0.02036,843954.0,190000.0,1978117.0,13299.99656,2234208.0,15.02184,871954.0,5.86264,,,,
117,2021-04-26,Brazil,BA,TOTAL,84,18087,1811,885855,18087,885855,121.6091,5956.10293,0.02042,852616.0,190000.0,1978117.0,13299.99656,2245717.0,15.09922,888673.0,5.97505,,,,
117,2021-04-27,Brazil,BA,TOTAL,107,18194,4076,889931,18194,889931,122.32853,5983.50817,0.02044,856110.0,190000.0,1978117.0,13299.99656,2315752.0,15.57011,964545.0,6.48518,,,,
117,2021-04-28,Brazil,BA,TOTAL,104,18298,3345,893276,18298,893276,123.02778,6005.99849,0.02048,859495.0,190000.0,1978117.0,13299.99656,2320481.0,15.6019,1022397.0,6.87415,,,,
117,2021-04-29,Brazil,BA,TOTAL,93,18391,3997,897273,18391,897273,123.65307,6032.87258,0.0205,862967.0,190000.0,1978117.0,13299.99656,2353610.0,15.82465,1067158.0,7.17511,,,,
117,2021-04-30,Brazil,BA,TOTAL,86,18477,3568,900841,18477,900841,124.23129,6056.86226,0.02051,866640.0,190000.0,1978117.0,13299.99656,2369586.0,15.93206,1096077.0,7.36954,,,,
117,2021-05-01,Brazil,BA,TOTAL,84,18561,4272,905113,18561,905113,124.79607,6085.58532,0.02051,870299.0,198974.0,1978117.0,13299.99656,2390380.0,16.07187,1105661.0,7.43398,,,,
118,2021-05-02,Brazil,BA,TOTAL,80,18641,2008,907121,18641,907121,125.33396,6099.08624,0.02055,872677.0,198974.0,2108310.0,14175.35755,2404131.0,16.16433,1110381.0,7.46572,,,,
118,2021-05-03,Brazil,BA,TOTAL,89,18730,2791,909912,18730,909912,125.93236,6117.85171,0.02058,872677.0,198974.0,2108310.0,14175.35755,2436599.0,16.38263,1139504.0,7.66153,,,,
118,2021-05-04,Brazil,BA,TOTAL,82,18812,3108,913020,18812,913020,126.48369,6138.74855,0.0206,878399.0,198974.0,2108310.0,14175.35755,2467782.0,16.59229,1167267.0,7.84819,,,,
118,2021-05-05,Brazil,BA,TOTAL,85,18897,3931,916951,18897,916951,127.05519,6165.17888,0.02061,882231.0,198974.0,2108310.0,14175.35755,2511475.0,16.88606,1190287.0,8.00297,,,,
118,2021-05-06,Brazil,BA,TOTAL,83,18980,3471,920422,18980,920422,127.61325,6188.51637,0.02062,885369.0,198974.0,2108310.0,14175.35755,2563601.0,17.23654,1213425.0,8.15854,,,,
118,2021-05-07,Brazil,BA,TOTAL,91,19071,4579,925001,19071,925001,128.22509,6219.30357,0.02062,889109.0,198974.0,2108310.0,14175.35755,2630872.0,17.68884,1240151.0,8.33823,,,,
118,2021-05-08,Brazil,BA,TOTAL,94,19165,3436,928437,19165,928437,128.85711,6242.40573,0.02064,892724.0,198974.0,2108310.0,14175.35755,2681608.0,18.02996,1248126.0,8.39186,,,,
119,2021-05-09,Brazil,BA,TOTAL,74,19239,2156,930593,19239,930593,129.35465,6256.90174,0.02067,895260.0,198974.0,2108310.0,14175.35755,2706140.0,18.19491,1254237.0,8.43294,,,,
119,2021-05-10,Brazil,BA,TOTAL,81,19320,1438,932031,19320,932031,129.89926,6266.57022,0.02073,897620.0,198974.0,2108310.0,14175.35755,2728059.0,18.34228,1259982.0,8.47157,,,,
119,2021-05-11,Brazil,BA,TOTAL,91,19411,4244,936275,19411,936275,130.5111,6295.10503,0.02073,901434.0,198974.0,2108310.0,14175.35755,2781478.0,18.70145,1281054.0,8.61325,,,,
119,2021-05-12,Brazil,BA,TOTAL,92,19503,4309,940584,19503,940584,131.12967,6324.07687,0.02073,904827.0,198974.0,2108310.0,14175.35755,2822289.0,18.97584,1295315.0,8.70913,,,,
119,2021-05-13,Brazil,BA,TOTAL,121,19624,4140,944724,19624,944724,131.94322,6351.91242,0.02077,904827.0,198974.0,2108310.0,14175.35755,2874358.0,19.32593,1305393.0,8.77689,,,,
119,2021-05-14,Brazil,BA,TOTAL,115,19739,4029,948753,19739,948753,132.71643,6379.00166,0.02081,911392.0,198974.0,2108310.0,14175.35755,2926681.0,19.67773,1319342.0,8.87068,,,,
119,2021-05-15,Brazil,BA,TOTAL,92,19831,4043,952796,19831,952796,133.335,6406.18503,0.02081,915258.0,210907.0,2108310.0,14175.35755,2950567.0,19.83833,1324506.0,8.9054,,,,
120,2021-05-16,Brazil,BA,TOTAL,63,19894,2554,955350,19894,955350,133.75859,6423.35702,0.02082,915258.0,210907.0,2108310.0,14175.35755,2979541.0,20.03314,1352379.0,9.09281,,,,
120,2021-05-17,Brazil,BA,TOTAL,78,19972,1917,957267,19972,957267,134.28302,6436.24609,0.02086,921056.0,210907.0,2108310.0,14175.35755,2983765.0,20.06154,1376578.0,9.25551,,,,
120,2021-05-18,Brazil,BA,TOTAL,82,20054,3890,961157,20054,961157,134.83436,6462.40075,0.02086,924699.0,210907.0,2190170.0,14725.74851,3023842.0,20.331,1387255.0,9.3273,,,,
120,2021-05-19,Brazil,BA,TOTAL,77,20131,5111,966268,20131,966268,135.35207,6496.76489,0.02083,928500.0,210907.0,2190170.0,14725.74851,3052551.0,20.52402,1396873.0,9.39197,,,,
120,2021-05-20,Brazil,BA,TOTAL,74,20205,5182,971450,20205,971450,135.84961,6531.6064,0.0208,932687.0,210907.0,2190170.0,14725.74851,3082299.0,20.72404,1424431.0,9.57725,,,,
120,2021-05-21,Brazil,BA,TOTAL,75,20280,4801,976251,20280,976251,136.35388,6563.88623,0.02077,936855.0,210907.0,2190170.0,14725.74851,3120336.0,20.97978,1438059.0,9.66888,,,,
120,2021-05-22,Brazil,BA,TOTAL,83,20363,4461,980712,20363,980712,136.91194,6593.88005,0.02076,941121.0,210907.0,2190170.0,14725.74851,3134035.0,21.07189,1443292.0,9.70407,,,,
121,2021-05-23,Brazil,BA,TOTAL,65,20428,2875,983587,20428,983587,137.34897,6613.2103,0.02077,941121.0,210907.0,2190170.0,14725.74851,3139893.0,21.11127,1445489.0,9.71884,,,,
121,2021-05-24,Brazil,BA,TOTAL,71,20499,1380,984967,20499,984967,137.82634,6622.48882,0.02081,941121.0,210907.0,2190170.0,14725.74851,3183126.0,21.40195,1453997.0,9.77604,,,,
121,2021-05-25,Brazil,BA,TOTAL,107,20606,4942,989909,20606,989909,138.54576,6655.71667,0.02082,941121.0,210907.0,2190170.0,14725.74851,3215470.0,21.61942,1454688.0,9.78069,,,,
121,2021-05-26,Brazil,BA,TOTAL,120,20726,5455,995364,20726,995364,139.35259,6692.39371,0.02082,941121.0,210907.0,2190170.0,14725.74851,3233456.0,21.74035,1477632.0,9.93495,,,,
121,2021-05-27,Brazil,BA,TOTAL,130,20856,4099,999463,20856,999463,140.22665,6719.9536,0.02087,960258.0,210907.0,2190170.0,14725.74851,3254002.0,21.87849,1500134.0,10.08625,,,,
121,2021-05-28,Brazil,BA,TOTAL,115,20971,4060,1003523,20971,1003523,140.99986,6747.25127,0.0209,965804.0,210907.0,2190170.0,14725.74851,3310961.0,22.26146,1507374.0,10.13493,,,,
121,2021-05-29,Brazil,BA,TOTAL,103,21074,6643,1010166,21074,1010166,141.69239,6791.91591,0.02086,965804.0,210907.0,2190170.0,14725.74851,3348285.0,22.51241,1519159.0,10.21416,,,,
122,2021-05-30,Brazil,BA,TOTAL,86,21160,0,1010166,21074,1010166,142.27062,6791.91591,0.02095,965804.0,210907.0,2190170.0,14725.74851,3363122.0,22.61217,1521533.0,10.23012,,,,
122,2021-05-31,Brazil,BA,TOTAL,81,21241,2034,1012200,21241,1012200,142.81523,6805.59164,0.02098,975260.0,226743.0,2190170.0,14725.74851,3387794.0,22.77805,1528556.0,10.27734,,,,
122,2021-06-01,Brazil,BA,TOTAL,88,21329,4280,1016480,21329,1016480,143.4069,6834.36849,0.02098,979917.0,226743.0,2190170.0,14725.74851,3439637.0,23.12662,1537366.0,10.33658,,,,
122,2021-06-02,Brazil,BA,TOTAL,93,21422,4887,1021367,21422,1021367,144.03219,6867.22655,0.02097,979917.0,226743.0,2190170.0,14725.74851,3494249.0,23.49381,1550562.0,10.4253,,,,
122,2021-06-03,Brazil,BA,TOTAL,90,21512,4620,1025987,21512,1025987,144.63731,6898.28942,0.02097,988790.0,226743.0,2190170.0,14725.74851,3528578.0,23.72462,1557595.0,10.47259,,,,
122,2021-06-04,Brazil,BA,TOTAL,97,21609,2531,1028518,21609,1028518,145.2895,6915.30676,0.02101,992591.0,226743.0,2190170.0,14725.74851,3577654.0,24.05459,1560032.0,10.48898,,,,
122,2021-06-05,Brazil,BA,TOTAL,98,21707,3936,1032454,21707,1032454,145.94841,6941.77071,0.02102,996824.0,226743.0,2190170.0,14725.74851,3617049.0,24.31946,1564077.0,10.51617,,,,
123,2021-06-06,Brazil,BA,TOTAL,42,21749,3070,1035524,21749,1035524,146.2308,6962.41205,0.021,1000142.0,226743.0,2190170.0,14725.74851,3637037.0,24.45385,1565979.0,10.52896,,,,
123,2021-06-07,Brazil,BA,TOTAL,80,21829,2400,1037924,21829,1037924,146.76868,6978.5486,0.02103,1003088.0,226743.0,2190170.0,14725.74851,3669170.0,24.6699,1569331.0,10.5515,,,,
123,2021-06-08,Brazil,BA,TOTAL,110,21939,3427,1041351,21939,1041351,147.50827,7001.59026,0.02107,1007142.0,226743.0,2190170.0,14725.74851,3740975.0,25.15269,1578601.0,10.61383,,,,
123,2021-06-09,Brazil,BA,TOTAL,125,22064,6733,1048084,22064,1048084,148.34872,7046.86001,0.02105,1012358.0,226743.0,2190170.0,14725.74851,3813754.0,25.64202,1585252.0,10.65854,,,,
123,2021-06-10,Brazil,BA,TOTAL,130,22194,4947,1053031,22194,1053031,149.22278,7080.12149,0.02108,1012358.0,226743.0,2190170.0,14725.74851,3908323.0,26.27786,1589396.0,10.68641,,,,
123,2021-06-11,Brazil,BA,TOTAL,127,22321,4146,1057177,22321,1057177,150.07668,7107.99738,0.02111,1021005.0,226743.0,2190170.0,14725.74851,3980583.0,26.76371,1600354.0,10.76008,,,,
123,2021-06-12,Brazil,BA,TOTAL,104,22425,5565,1062742,22425,1062742,150.77593,7145.41402,0.0211,1021005.0,226743.0,2190170.0,14725.74851,4035053.0,27.12994,1606140.0,10.79899,,,,
124,2021-06-13,Brazil,BA,TOTAL,88,22513,2005,1064747,22513,1064747,151.3676,7158.89476,0.02114,1028604.0,226743.0,2190170.0,14725.74851,4053646.0,27.25495,1607653.0,10.80916,,,,
124,2021-06-14,Brazil,BA,TOTAL,88,22601,1805,1066552,22601,1066552,151.95927,7171.0308,0.02119,1030977.0,226743.0,2190170.0,14725.74851,4109720.0,27.63197,1610546.0,10.82861,,,,
124,2021-06-15,Brazil,BA,TOTAL,102,22703,5347,1071899,22703,1071899,152.64508,7206.9817,0.02118,1035655.0,226743.0,2190170.0,14725.74851,4176091.0,28.07822,1625548.0,10.92948,,,,
124,2021-06-16,Brazil,BA,TOTAL,119,22822,5885,1077784,22822,1077784,153.44518,7246.54987,0.02117,1040809.0,226743.0,2190170.0,14725.74851,4243404.0,28.5308,1639809.0,11.02536,,,,
124,2021-06-17,Brazil,BA,TOTAL,84,22906,5253,1083037,22906,1083037,154.00996,7281.86875,0.02115,1045096.0,237435.0,2405271.0,16171.99388,4292207.0,28.85893,1657451.0,11.14398,,,,
124,2021-06-18,Brazil,BA,TOTAL,102,23008,4998,1088035,23008,1088035,154.69576,7315.47313,0.02115,1049119.0,237435.0,2405271.0,16171.99388,4337396.0,29.16276,1682918.0,11.31521,,,,
124,2021-06-19,Brazil,BA,TOTAL,96,23104,4737,1092772,23104,1092772,155.34123,7347.32265,0.02114,1053444.0,237435.0,2405271.0,16171.99388,4371922.0,29.3949,1697394.0,11.41254,,,,
125,2021-06-20,Brazil,BA,TOTAL,73,23177,4567,1097339,23177,1097339,155.83205,7378.02917,0.02112,1053444.0,237435.0,2405271.0,16171.99388,4403003.0,29.60387,1700360.0,11.43248,,,,
125,2021-06-21,Brazil,BA,TOTAL,77,23254,2160,1099499,23254,1099499,156.34976,7392.55207,0.02115,1059838.0,237435.0,2405271.0,16171.99388,4435221.0,29.82049,1706025.0,11.47057,,,,
125,2021-06-22,Brazil,BA,TOTAL,100,23354,5046,1104545,23354,1104545,157.02212,7426.47917,0.02114,1064909.0,237435.0,2405271.0,16171.99388,4515288.0,30.35883,1726913.0,11.61101,,,,
125,2021-06-23,Brazil,BA,TOTAL,113,23467,4224,1108769,23467,1108769,157.78188,7454.87951,0.02116,1068704.0,237435.0,2405271.0,16171.99388,4619274.0,31.05799,1755205.0,11.80123,,,,
125,2021-06-24,Brazil,BA,TOTAL,104,23571,3535,1112304,23571,1112304,158.48113,7478.6473,0.02119,1071802.0,237435.0,2405271.0,16171.99388,4656060.0,31.30532,1765468.0,11.87024,,,,
125,2021-06-25,Brazil,BA,TOTAL,89,23660,2088,1114392,23660,1114392,159.07953,7492.68611,0.02123,1075250.0,237435.0,2405271.0,16171.99388,4675759.0,31.43777,1779585.0,11.96515,,,,
125,2021-06-26,Brazil,BA,TOTAL,49,23709,3016,1117408,23709,1117408,159.40898,7512.96438,0.02122,1075250.0,237435.0,2405271.0,16171.99388,4706008.0,31.64115,1795132.0,12.06969,21890.0,0.14718,,
126,2021-06-27,Brazil,BA,TOTAL,30,23739,1719,1119127,23739,1119127,159.61069,7524.52218,0.02121,1075250.0,237435.0,2405271.0,16171.99388,4720461.0,31.73832,1798012.0,12.08905,32841.0,0.22081,,
126,2021-06-28,Brazil,BA,TOTAL,78,23817,1281,1120408,23817,1120408,160.13513,7533.13507,0.02126,1083487.0,237435.0,2405271.0,16171.99388,4743606.0,31.89394,1804414.0,12.13209,46701.0,0.314,,
126,2021-06-29,Brazil,BA,TOTAL,89,23906,2903,1123311,23906,1123311,160.73352,7552.65358,0.02128,1087249.0,237435.0,2405271.0,16171.99388,4821195.0,32.41561,1830420.0,12.30695,65019.0,0.43716,,
126,2021-06-30,Brazil,BA,TOTAL,106,24012,1683,1124994,24012,1124994,161.44622,7563.96933,0.02134,1089638.0,237435.0,2405271.0,16171.99388,4873232.0,32.76549,1849259.0,12.43361,66456.0,0.44682,,
126,2021-07-01,Brazil,BA,TOTAL,93,24105,3438,1128432,24105,1128432,162.07151,7587.08495,0.02136,1092550.0,237435.0,2405271.0,16171.99388,4915288.0,33.04825,1875753.0,12.61175,73066.0,0.49126,,
126,2021-07-02,Brazil,BA,TOTAL,82,24187,3618,1132050,24187,1132050,162.62285,7611.4108,0.02137,1095712.0,237435.0,2405271.0,16171.99388,4988993.0,33.54381,1879013.0,12.63366,73760.0,0.49593,,
126,2021-07-03,Brazil,BA,TOTAL,48,24235,3211,1135261,24235,1135261,162.94558,7633.00017,0.02135,1098816.0,237435.0,2405271.0,16171.99388,5027616.0,33.8035,1886783.0,12.68591,81429.0,0.54749,,
127,2021-07-04,Brazil,BA,TOTAL,24,24259,1906,1137167,24259,1137167,163.10694,7645.81528,0.02133,1100892.0,237435.0,2405271.0,16171.99388,5047711.0,33.93861,1890327.0,12.70973,81429.0,0.54749,,
127,2021-07-05,Brazil,BA,TOTAL,53,24312,1210,1138377,24312,1138377,163.46329,7653.95079,0.02136,1102758.0,237435.0,2405271.0,16171.99388,5110049.0,34.35774,1900818.0,12.78027,92375.0,0.62109,,
127,2021-07-06,Brazil,BA,TOTAL,116,24428,3235,1141612,24428,1141612,164.24323,7675.70152,0.0214,1105976.0,233693.0,2405271.0,16171.99388,5178604.0,34.81868,1915636.0,12.8799,121145.0,0.81453,,
127,2021-07-07,Brazil,BA,TOTAL,67,24495,2852,1144464,24495,1144464,164.6937,7694.87713,0.0214,1105976.0,233693.0,2405271.0,16171.99388,5244847.0,35.26407,1931576.0,12.98708,143641.0,0.96578,,
127,2021-07-08,Brazil,BA,TOTAL,79,24574,3088,1147552,24574,1147552,165.22487,7715.63949,0.02141,1111853.0,233693.0,2405271.0,16171.99388,5295783.0,35.60654,1946959.0,13.0905,172118.0,1.15725,,
127,2021-07-09,Brazil,BA,TOTAL,96,24670,4479,1152031,24670,1152031,165.87033,7745.75434,0.02141,1115272.0,233693.0,2405271.0,16171.99388,5347128.0,35.95176,1956331.0,13.15352,190465.0,1.2806,,
127,2021-07-10,Brazil,BA,TOTAL,72,24742,3810,1155841,24742,1155841,166.35442,7771.37112,0.02141,1118995.0,233693.0,2405271.0,16171.99388,5384620.0,36.20384,1966097.0,13.21918,190465.0,1.2806,,
128,2021-07-11,Brazil,BA,TOTAL,28,24770,2281,1158122,24770,1158122,166.54268,7786.70757,0.02139,1121230.0,233693.0,2405271.0,16171.99388,5402199.0,36.32203,1971754.0,13.25721,204635.0,1.37588,,
128,2021-07-12,Brazil,BA,TOTAL,64,24834,1297,1159419,24834,1159419,166.97299,7795.42803,0.02142,1123063.0,233693.0,2405271.0,16171.99388,5416576.0,36.4187,1977031.0,13.29269,208374.0,1.40102,,
128,2021-07-13,Brazil,BA,TOTAL,76,24910,2513,1161932,24910,1161932,167.48398,7812.32435,0.02144,1123063.0,233693.0,2405271.0,16171.99388,5466911.0,36.75713,1996082.0,13.42079,217955.0,1.46543,,
128,2021-07-14,Brazil,BA,TOTAL,64,24974,2230,1164162,24974,1164162,167.91429,7827.31789,0.02145,1128354.0,233693.0,2405271.0,16171.99388,5499786.0,36.97816,2028638.0,13.63968,224596.0,1.51009,,
128,2021-07-15,Brazil,BA,TOTAL,69,25043,1660,1165822,25043,1165822,168.37822,7838.47901,0.02148,1130364.0,233693.0,2405271.0,16171.99388,5527005.0,37.16117,2057291.0,13.83233,228747.0,1.538,,
128,2021-07-16,Brazil,BA,TOTAL,65,25108,2555,1168377,25108,1168377,168.81525,7855.65772,0.02149,1133215.0,233693.0,2405271.0,16171.99388,5544842.0,37.2811,2067030.0,13.89781,230996.0,1.55312,,
128,2021-07-17,Brazil,BA,TOTAL,58,25166,2915,1171292,25166,1171292,169.20522,7875.25691,0.02149,1133215.0,233693.0,2405271.0,16171.99388,5568323.0,37.43898,2095922.0,14.09207,234691.0,1.57796,,
129,2021-07-18,Brazil,BA,TOTAL,31,25197,2131,1173423,25197,1173423,169.41365,7889.58482,0.02147,1137569.0,233693.0,2405271.0,16171.99388,5604441.0,37.68182,2102286.0,14.13485,235138.0,1.58097,,
129,2021-07-19,Brazil,BA,TOTAL,53,25250,1190,1174613,25250,1174613,169.76999,7897.58586,0.0215,1139183.0,233693.0,2405271.0,16171.99388,5629761.0,37.85206,2115409.0,14.22309,236390.0,1.58938,,
129,2021-07-20,Brazil,BA,TOTAL,54,25304,654,1175267,25304,1175267,170.13307,7901.98307,0.02153,1139183.0,233693.0,2405271.0,16171.99388,5691562.0,38.26758,2167844.0,14.57564,238968.0,1.60672,,
129,2021-07-21,Brazil,BA,TOTAL,53,25357,3088,1178355,25357,1178355,170.48942,7922.74544,0.02152,1143706.0,233693.0,2405271.0,16171.99388,5774794.0,38.8272,2208542.0,14.84927,241053.0,1.62074,,
129,2021-07-22,Brazil,BA,TOTAL,53,25410,2377,1180732,25410,1180732,170.84577,7938.72735,0.02152,1145914.0,233693.0,2405271.0,16171.99388,5844809.0,39.29795,2245138.0,15.09533,243017.0,1.63394,,
129,2021-07-23,Brazil,BA,TOTAL,47,25457,1941,1182673,25457,1182673,171.16177,7951.77779,0.02152,1147915.0,233693.0,2405271.0,16171.99388,5917203.0,39.78469,2275795.0,15.30145,244739.0,1.64552,,
129,2021-07-24,Brazil,BA,TOTAL,28,25485,1641,1184314,25485,1184314,171.35003,7962.81116,0.02152,1147915.0,233693.0,2405271.0,16171.99388,6006259.0,40.38347,2305441.0,15.50078,245680.0,1.65185,,
130,2021-07-25,Brazil,BA,TOTAL,19,25504,1125,1185439,25504,1185439,171.47778,7970.37517,0.02151,1149787.0,233693.0,2405271.0,16171.99388,6012192.0,40.42336,2333683.0,15.69067,245859.0,1.65305,,
130,2021-07-26,Brazil,BA,TOTAL,36,25540,774,1186213,25540,1186213,171.71983,7975.57921,0.02153,1149787.0,233693.0,2405271.0,16171.99388,6044529.0,40.64078,2351531.0,15.81067,246415.0,1.65679,,
130,2021-07-27,Brazil,BA,TOTAL,54,25594,1337,1187550,25594,1187550,172.0829,7984.56861,0.02155,1149787.0,233693.0,2405271.0,16171.99388,6099484.0,41.01027,2399267.0,16.13163,246892.0,1.65999,,
130,2021-07-28,Brazil,BA,TOTAL,36,25630,1417,1188967,25630,1188967,172.32495,7994.0959,0.02156,1149787.0,233693.0,2405271.0,16171.99388,6161006.0,41.42392,2453154.0,16.49394,248214.0,1.66888,,
